ID,GENDER,BIRTHDAYDATE,EDUCATION,JOBCATEGORY,SALARY,SALARY_BEGIN,JOBTIME,PREVIOUSEXPERIENCE,MINORITY
352,Male,1955-03-10,12,Custodial,31200.0,15750.0,73.0,155.0,Yes
353,Female,1946-05-08,12,Clerical,20550.0,11250.0,73.0,154.0,Yes
354,Male,1961-05-19,15,Clerical,25950.0,17250.0,72.0,83.0,No
355,Male,1965-11-10,15,Clerical,28350.0,15000.0,72.0,48.0,No
356,Female,1932-01-18,8,Clerical,17700.0,10200.0,72.0,184.0,No
357,Female,1944-04-11,15,Clerical,23550.0,13500.0,72.0,49.0,No
358,Female,1941-06-12,12,Clerical,19950.0,10200.0,72.0,56.0,No
359,Female,1968-08-11,12,Clerical,29400.0,15300.0,72.0,30.0,No
360,Female,1966-06-09,12,Clerical,28800.0,13950.0,72.0,18.0,No
361,Female,1937-04-08,8,Clerical,16950.0,10200.0,72.0,319.0,No
362,Male,1954-06-03,16,Clerical,35700.0,18000.0,72.0,138.0,Yes
363,Female,1947-03-26,12,Clerical,17400.0,10200.0,72.0,116.0,Yes
364,Female,1948-10-16,8,Clerical,21450.0,10200.0,72.0,194.0,Yes
365,Female,1961-03-21,12,Clerical,24750.0,12000.0,72.0,68.0,Yes
366,Female,1942-05-22,12,Clerical,16950.0,10200.0,72.0,271.0,Yes
367,Female,1943-07-20,12,Clerical,26100.0,13500.0,72.0,169.0,Yes
368,Male,1967-11-14,14,Clerical,28050.0,15000.0,71.0,15.0,No
369,Female,1963-01-20,16,Clerical,36600.0,18000.0,71.0,12.0,No
370,Female,1966-04-05,16,Manager,58125.0,18000.0,71.0,11.0,No
371,Male,1935-08-22,15,Clerical,21300.0,15750.0,70.0,372.0,No
372,Male,1949-10-29,12,Clerical,22500.0,16500.0,70.0,216.0,No
373,Male,1967-07-26,15,Clerical,29400.0,15750.0,70.0,15.0,No
374,Male,1966-10-08,12,Clerical,27450.0,14700.0,70.0,41.0,No
375,Male,1964-10-09,15,Clerical,29850.0,15750.0,70.0,48.0,No
376,Male,1965-11-29,15,Clerical,25350.0,15750.0,70.0,56.0,No
377,Female,1930-09-21,8,Clerical,15750.0,10200.0,70.0,275.0,No
378,Female,1938-05-12,8,Clerical,19650.0,13050.0,70.0,102.0,No
379,Female,1941-02-22,12,Clerical,21000.0,13500.0,70.0,82.0,No
380,Male,1946-07-15,17,Clerical,27000.0,18000.0,70.0,192.0,Yes
381,Male,1959-10-20,12,Clerical,24000.0,15750.0,70.0,120.0,Yes
382,Male,1961-06-03,17,Manager,78500.0,28740.0,70.0,67.0,Yes
383,Female,1955-11-11,12,Clerical,20850.0,13050.0,70.0,127.0,Yes
384,Male,1930-10-01,12,Custodial,30000.0,15750.0,69.0,348.0,No
385,Male,1934-08-18,8,Custodial,28500.0,15750.0,69.0,174.0,No
386,Male,1965-02-03,19,Manager,65000.0,31980.0,69.0,74.0,No
387,Male,1959-01-02,14,Clerical,30150.0,16500.0,69.0,110.0,No
388,Male,1959-04-15,19,Manager,66875.0,32490.0,69.0,81.0,No
389,Female,1968-11-09,15,Clerical,24150.0,13500.0,69.0,7.0,No
390,Female,1969-01-12,12,Clerical,24450.0,12450.0,69.0,12.0,No
391,Female,1970-05-12,12,Clerical,21600.0,12000.0,69.0,missing,No
392,Female,1969-06-24,12,Clerical,27900.0,12450.0,69.0,missing,No
393,Female,1970-02-04,8,Clerical,29100.0,12450.0,69.0,17.0,No
394,Female,1970-03-09,12,Clerical,22650.0,11250.0,69.0,2.0,No
395,Female,1970-08-17,12,Clerical,20850.0,11250.0,69.0,missing,No
396,Female,1970-01-17,12,Clerical,22950.0,12300.0,69.0,5.0,No
397,Female,1970-11-21,12,Clerical,30600.0,12450.0,69.0,5.0,No
398,Female,1970-02-06,12,Clerical,20400.0,11250.0,69.0,missing,No
399,Female,1969-08-06,12,Clerical,23850.0,12750.0,69.0,20.0,No
